t1      ,ch1     ,t2      ,ch2     
   1.237,   -0.009,    1.237,   -0.055
   1.253,   -0.009,    1.253,   -0.055
   1.270,   -0.008,    1.270,   -0.055
   1.286,   -0.005,    1.286,   -0.055
   1.302,   -0.005,    1.302,   -0.054
   1.319,   -0.006,    1.319,   -0.054
   1.335,   -0.010,    1.335,   -0.054
   1.352,   -0.008,    1.352,   -0.054
   1.368,   -0.005,    1.368,   -0.054
   1.384,   -0.005,    1.384,   -0.054
   1.401,   -0.006,    1.401,   -0.053
   1.417,   -0.007,    1.417,   -0.053
   1.434,   -0.008,    1.434,   -0.053
   1.450,   -0.009,    1.450,   -0.053
   1.466,   -0.007,    1.466,   -0.053
   1.483,   -0.004,    1.483,   -0.052
   1.499,   -0.009,    1.499,   -0.052
   1.516,   -0.008,    1.516,   -0.052
   1.532,   -0.004,    1.532,   -0.052
   1.548,   -0.008,    1.548,   -0.052
   1.565,   -0.006,    1.565,   -0.051
   1.581,   -0.007,    1.581,   -0.051
   1.597,   -0.004,    1.597,   -0.051
   1.614,   -0.007,    1.614,   -0.051
   1.630,   -0.004,    1.630,   -0.051
   1.647,   -0.007,    1.647,   -0.050
   1.663,   -0.011,    1.663,   -0.050
   1.679,   -0.006,    1.679,   -0.050
   1.696,   -0.006,    1.696,   -0.050
   1.712,   -0.008,    1.712,   -0.050
   1.728,   -0.010,    1.728,   -0.050
   1.745,   -0.003,    1.745,   -0.049
   1.761,   -0.008,    1.761,   -0.049
   1.778,   -0.007,    1.778,   -0.049
   1.794,   -0.004,    1.794,   -0.049
   1.810,   -0.004,    1.810,   -0.049
   1.827,   -0.009,    1.827,   -0.048
   1.843,   -0.006,    1.843,   -0.048
   1.860,   -0.009,    1.860,   -0.048
   1.876,   -0.003,    1.876,   -0.048
   1.892,   -0.002,    1.892,   -0.048
   1.909,   -0.005,    1.909,   -0.047
   1.925,   -0.005,    1.925,   -0.047
   1.942,   -0.004,    1.942,   -0.047
   1.958,   -0.005,    1.958,   -0.047
   1.974,   -0.009,    1.974,   -0.046
   1.991,   -0.008,    1.991,   -0.046
   2.007,   -0.006,    2.007,   -0.046
   2.023,   -0.006,    2.023,   -0.046
   2.040,   -0.005,    2.040,   -0.046
   2.056,   -0.007,    2.056,   -0.046
   2.073,   -0.004,    2.073,   -0.045
   2.089,   -0.007,    2.089,   -0.045
   2.105,   -0.007,    2.105,   -0.045
   2.122,   -0.006,    2.122,   -0.045
   2.138,   -0.006,    2.138,   -0.045
   2.155,   -0.008,    2.155,   -0.044
   2.171,   -0.005,    2.171,   -0.044
   2.187,   -0.002,    2.187,   -0.044
   2.204,   -0.005,    2.204,   -0.044
   2.220,   -0.008,    2.220,   -0.044
   2.236,   -0.005,    2.236,   -0.043
   2.253,   -0.006,    2.253,   -0.043
   2.269,   -0.009,    2.269,   -0.043
   2.286,   -0.008,    2.286,   -0.043
   2.302,   -0.007,    2.302,   -0.043
   2.318,   -0.006,    2.318,   -0.043
   2.335,   -0.006,    2.335,   -0.042
   2.351,   -0.009,    2.351,   -0.042
   2.368,   -0.010,    2.368,   -0.042
   2.384,   -0.005,    2.384,   -0.042
   2.400,   -0.005,    2.400,   -0.042
   2.417,   -0.002,    2.417,   -0.041
   2.433,   -0.008,    2.433,   -0.041
   2.449,   -0.005,    2.449,   -0.041
   2.466,   -0.003,    2.466,   -0.041
   2.482,   -0.002,    2.482,   -0.041
   2.499,   -0.006,    2.499,   -0.040
   2.515,   -0.000,    2.515,   -0.040
   2.531,   -0.007,    2.531,   -0.040
   2.548,   -0.008,    2.548,   -0.040
   2.564,   -0.000,    2.564,   -0.040
   2.580,   -0.001,    2.580,   -0.039
   2.597,   -0.006,    2.597,   -0.039
   2.613,   -0.004,    2.613,   -0.039
   2.630,   -0.006,    2.630,   -0.039
   2.646,   -0.007,    2.646,   -0.039
   2.662,   -0.006,    2.662,   -0.038
   2.679,   -0.004,    2.679,   -0.038
   2.695,   -0.003,    2.695,   -0.038
   2.712,   -0.003,    2.712,   -0.038
   2.728,   -0.008,    2.728,   -0.038
   2.744,   -0.007,    2.744,   -0.037
   2.761,   -0.002,    2.761,   -0.037
   2.777,   -0.005,    2.777,   -0.037
   2.793,   -0.001,    2.793,   -0.037
   2.810,   -0.001,    2.810,   -0.037
   2.826,   -0.006,    2.826,   -0.037
   2.843,   -0.010,    2.843,   -0.036
   2.859,   -0.005,    2.859,   -0.036
   2.875,   -0.006,    2.875,   -0.036
   2.892,   -0.004,    2.892,   -0.036
   2.908,   -0.008,    2.908,   -0.036
   2.925,   -0.004,    2.925,   -0.035
   2.941,   -0.005,    2.941,   -0.035
   2.957,   -0.002,    2.957,   -0.035
   2.974,   -0.006,    2.974,   -0.035
   2.990,   -0.006,    2.990,   -0.035
   3.006,   -0.005,    3.006,   -0.035
   3.023,   -0.006,    3.023,   -0.034
   3.039,   -0.008,    3.039,   -0.034
   3.056,   -0.004,    3.056,   -0.034
   3.072,   -0.002,    3.072,   -0.034
   3.088,   -0.003,    3.088,   -0.034
   3.105,   -0.001,    3.105,   -0.033
   3.121,   -0.003,    3.121,   -0.033
   3.138,   -0.004,    3.138,   -0.033
   3.154,   -0.003,    3.154,   -0.033
   3.170,   -0.005,    3.170,   -0.033
   3.187,   -0.002,    3.187,   -0.032
   3.203,   -0.001,    3.203,   -0.032
   3.220,   -0.004,    3.220,   -0.032
   3.236,   -0.005,    3.236,   -0.032
   3.252,   -0.007,    3.252,   -0.032
   3.269,   -0.006,    3.269,   -0.031
   3.285,   -0.004,    3.285,   -0.031
   3.301,   -0.004,    3.301,   -0.031
   3.318,   -0.003,    3.318,   -0.031
   3.334,   -0.004,    3.334,   -0.030
   3.350,   -0.002,    3.350,   -0.030
   3.367,   -0.004,    3.367,   -0.030
   3.383,    0.002,    3.383,   -0.030
   3.400,   -0.004,    3.400,   -0.030
   3.416,   -0.002,    3.416,   -0.029
   3.432,   -0.005,    3.432,   -0.029
   3.449,   -0.007,    3.449,   -0.029
   3.465,   -0.001,    3.465,   -0.029
   3.482,   -0.003,    3.482,   -0.029
   3.498,   -0.002,    3.498,   -0.029
   3.514,   -0.001,    3.514,   -0.028
   3.531,   -0.004,    3.531,   -0.028
   3.547,   -0.003,    3.547,   -0.028
   3.563,   -0.002,    3.563,   -0.028
   3.580,   -0.001,    3.580,   -0.028
   3.596,   -0.003,    3.596,   -0.027
   3.613,   -0.003,    3.613,   -0.027
   3.629,   -0.005,    3.629,   -0.027
   3.645,   -0.003,    3.645,   -0.027
   3.662,   -0.004,    3.662,   -0.027
   3.678,   -0.001,    3.678,   -0.027
   3.695,   -0.003,    3.695,   -0.026
   3.711,   -0.005,    3.711,   -0.026
   3.727,   -0.003,    3.727,   -0.026
   3.744,   -0.006,    3.744,   -0.026
   3.760,   -0.003,    3.760,   -0.026
   3.776,   -0.001,    3.776,   -0.025
   3.793,   -0.003,    3.793,   -0.025
   3.809,   -0.003,    3.809,   -0.025
   3.826,   -0.000,    3.826,   -0.025
   3.842,   -0.002,    3.842,   -0.025
   3.858,   -0.002,    3.858,   -0.024
   3.875,   -0.002,    3.875,   -0.024
   3.891,   -0.003,    3.891,   -0.024
   3.908,   -0.003,    3.908,   -0.024
   3.924,    0.002,    3.924,   -0.024
   3.940,   -0.001,    3.940,   -0.024
   3.957,    0.003,    3.957,   -0.023
   3.973,   -0.004,    3.973,   -0.023
   3.990,    0.001,    3.990,   -0.023
   4.006,    0.000,    4.006,   -0.023
   4.022,    0.001,    4.022,   -0.022
   4.039,    0.001,    4.039,   -0.022
   4.055,    0.009,    4.055,   -0.022
   4.071,    0.005,    4.071,   -0.022
   4.088,    0.008,    4.088,   -0.022
   4.104,    0.005,    4.104,   -0.021
   4.121,    0.005,    4.121,   -0.021
   4.137,    0.001,    4.137,   -0.021
   4.153,    0.003,    4.153,   -0.021
   4.170,   -0.007,    4.170,   -0.021
   4.186,   -0.009,    4.186,   -0.021
   4.202,   -0.012,    4.202,   -0.020
   4.219,   -0.017,    4.219,   -0.020
   4.235,   -0.010,    4.235,   -0.020
   4.252,   -0.008,    4.252,   -0.020
   4.268,   -0.006,    4.268,   -0.019
   4.284,   -0.008,    4.284,   -0.019
