t1      ,ch1     ,t2      ,ch2     
  66.216,   -0.034,   66.216,   -0.026
  66.304,   -0.035,   66.304,   -0.027
  66.392,   -0.035,   66.392,   -0.026
  66.480,   -0.035,   66.480,   -0.026
  66.568,   -0.032,   66.568,   -0.025
  66.656,   -0.033,   66.656,   -0.026
  66.744,   -0.034,   66.744,   -0.025
  66.832,   -0.036,   66.832,   -0.026
  66.920,   -0.033,   66.920,   -0.025
  67.008,   -0.033,   67.008,   -0.027
  67.096,   -0.034,   67.096,   -0.026
  67.184,   -0.034,   67.184,   -0.024
  67.272,   -0.033,   67.272,   -0.025
  67.360,   -0.036,   67.360,   -0.025
  67.448,   -0.033,   67.448,   -0.026
  67.536,   -0.034,   67.536,   -0.026
  67.624,   -0.033,   67.624,   -0.024
  67.712,   -0.035,   67.712,   -0.026
  67.800,   -0.033,   67.800,   -0.025
  67.888,   -0.033,   67.888,   -0.026
  67.976,   -0.037,   67.976,   -0.026
  68.064,   -0.034,   68.064,   -0.026
  68.152,   -0.035,   68.152,   -0.028
  68.240,   -0.036,   68.240,   -0.026
  68.328,   -0.036,   68.328,   -0.026
  68.416,   -0.033,   68.416,   -0.025
  68.504,   -0.028,   68.504,   -0.026
  68.592,   -0.033,   68.592,   -0.026
  68.680,   -0.033,   68.680,   -0.025
  68.768,   -0.034,   68.768,   -0.026
  68.856,   -0.031,   68.856,   -0.026
  68.944,   -0.032,   68.944,   -0.026
  69.032,   -0.036,   69.032,   -0.027
  69.120,   -0.033,   69.120,   -0.025
  69.208,   -0.035,   69.208,   -0.026
  69.296,   -0.036,   69.296,   -0.027
  69.384,   -0.036,   69.384,   -0.026
  69.472,   -0.033,   69.472,   -0.025
  69.560,   -0.036,   69.560,   -0.024
  69.648,   -0.035,   69.648,   -0.026
  69.736,   -0.034,   69.736,   -0.027
  69.824,   -0.036,   69.824,   -0.025
  69.912,   -0.034,   69.912,   -0.027
  70.000,   -0.033,   70.000,   -0.025
  70.088,   -0.035,   70.088,   -0.026
  70.176,   -0.032,   70.176,   -0.027
