t1      ,ch1     ,t2      ,ch2     
   1.572,   -0.012,    1.572,   -0.051
   1.579,   -0.010,    1.579,   -0.051
   1.585,   -0.010,    1.585,   -0.051
   1.592,   -0.011,    1.592,   -0.051
   1.599,   -0.012,    1.599,   -0.051
   1.605,   -0.011,    1.605,   -0.051
   1.612,   -0.012,    1.612,   -0.050
   1.618,   -0.007,    1.618,   -0.050
   1.625,   -0.011,    1.625,   -0.050
   1.632,   -0.009,    1.632,   -0.050
   1.638,   -0.011,    1.638,   -0.050
   1.645,   -0.008,    1.645,   -0.050
   1.652,   -0.009,    1.652,   -0.050
   1.658,   -0.008,    1.658,   -0.050
   1.665,   -0.008,    1.665,   -0.050
   1.672,   -0.008,    1.672,   -0.050
   1.678,   -0.010,    1.678,   -0.050
   1.685,   -0.010,    1.685,   -0.050
   1.692,   -0.007,    1.692,   -0.050
   1.698,   -0.011,    1.698,   -0.050
   1.705,   -0.006,    1.705,   -0.050
   1.712,   -0.008,    1.712,   -0.049
   1.718,   -0.012,    1.718,   -0.049
   1.725,   -0.006,    1.725,   -0.049
   1.732,   -0.009,    1.732,   -0.049
   1.738,   -0.010,    1.738,   -0.049
   1.745,   -0.012,    1.745,   -0.049
   1.752,   -0.008,    1.752,   -0.049
   1.758,   -0.010,    1.758,   -0.049
   1.765,   -0.011,    1.765,   -0.049
   1.772,   -0.009,    1.772,   -0.049
   1.778,   -0.009,    1.778,   -0.049
   1.785,   -0.007,    1.785,   -0.049
   1.792,   -0.011,    1.792,   -0.048
   1.798,   -0.011,    1.798,   -0.048
   1.805,   -0.011,    1.805,   -0.048
   1.812,   -0.008,    1.812,   -0.048
   1.818,   -0.009,    1.818,   -0.048
   1.825,   -0.011,    1.825,   -0.048
   1.831,   -0.011,    1.831,   -0.048
   1.838,   -0.011,    1.838,   -0.048
   1.845,   -0.012,    1.845,   -0.048
   1.851,   -0.007,    1.851,   -0.048
   1.858,   -0.014,    1.858,   -0.048
   1.865,   -0.007,    1.865,   -0.048
   1.871,   -0.009,    1.871,   -0.048
   1.878,   -0.008,    1.878,   -0.047
