t1      ,ch1     ,t2      ,ch2     
  -1.772,    0.013,   -1.772,    0.194
  -1.770,    0.013,   -1.770,    0.194
  -1.767,    0.010,   -1.767,    0.194
  -1.764,    0.013,   -1.764,    0.194
  -1.762,    0.012,   -1.762,    0.194
  -1.759,    0.011,   -1.759,    0.194
  -1.757,    0.009,   -1.757,    0.194
  -1.754,    0.014,   -1.754,    0.195
  -1.752,    0.012,   -1.752,    0.194
  -1.749,    0.014,   -1.749,    0.194
  -1.746,    0.013,   -1.746,    0.195
  -1.744,    0.013,   -1.744,    0.195
  -1.741,    0.010,   -1.741,    0.195
  -1.739,    0.012,   -1.739,    0.195
  -1.736,    0.012,   -1.736,    0.195
  -1.734,    0.014,   -1.734,    0.195
  -1.731,    0.013,   -1.731,    0.195
  -1.728,    0.013,   -1.728,    0.196
  -1.726,    0.012,   -1.726,    0.195
  -1.723,    0.013,   -1.723,    0.196
  -1.721,    0.014,   -1.721,    0.196
  -1.718,    0.015,   -1.718,    0.196
  -1.716,    0.018,   -1.716,    0.197
  -1.713,    0.016,   -1.713,    0.197
  -1.711,    0.014,   -1.711,    0.197
  -1.708,    0.015,   -1.708,    0.197
  -1.706,    0.014,   -1.706,    0.197
  -1.703,    0.011,   -1.703,    0.197
  -1.700,    0.012,   -1.700,    0.197
  -1.698,    0.015,   -1.698,    0.197
  -1.695,    0.014,   -1.695,    0.197
  -1.693,    0.013,   -1.693,    0.197
  -1.690,    0.015,   -1.690,    0.197
  -1.688,    0.012,   -1.688,    0.197
  -1.685,    0.015,   -1.685,    0.197
  -1.682,    0.014,   -1.682,    0.197
  -1.680,    0.016,   -1.680,    0.197
  -1.677,    0.014,   -1.677,    0.198
  -1.675,    0.013,   -1.675,    0.198
  -1.672,    0.015,   -1.672,    0.198
  -1.670,    0.016,   -1.670,    0.198
  -1.667,    0.013,   -1.667,    0.198
  -1.665,    0.013,   -1.665,    0.198
  -1.662,    0.014,   -1.662,    0.198
  -1.659,    0.015,   -1.659,    0.198
  -1.657,    0.015,   -1.657,    0.198
  -1.654,    0.013,   -1.654,    0.199
  -1.652,    0.014,   -1.652,    0.199
  -1.649,    0.012,   -1.649,    0.199
  -1.647,    0.015,   -1.647,    0.199
  -1.644,    0.015,   -1.644,    0.199
  -1.641,    0.017,   -1.641,    0.199
  -1.639,    0.017,   -1.639,    0.199
  -1.636,    0.013,   -1.636,    0.199
  -1.634,    0.015,   -1.634,    0.200
  -1.631,    0.014,   -1.631,    0.200
  -1.629,    0.016,   -1.629,    0.200
  -1.626,    0.014,   -1.626,    0.200
  -1.624,    0.014,   -1.624,    0.200
  -1.621,    0.015,   -1.621,    0.200
  -1.618,    0.015,   -1.618,    0.200
  -1.616,    0.015,   -1.616,    0.200
  -1.613,    0.016,   -1.613,    0.200
  -1.611,    0.016,   -1.611,    0.201
  -1.608,    0.015,   -1.608,    0.201
  -1.606,    0.015,   -1.606,    0.201
  -1.603,    0.015,   -1.603,    0.201
