1.960870056e+02,4.387584515e-03
1.962940979e+02,1.098594978e-03
1.965012054e+02,1.335755549e-02
1.967083282e+02,1.479139202e-03
1.969154510e+02,7.132939063e-03
1.971225891e+02,9.898679564e-04
1.973297424e+02,1.098594978e-03
1.975368958e+02,-5.696837790e-03
1.977440643e+02,7.323211059e-03
1.979512482e+02,4.523492884e-03
1.981584320e+02,-2.271939535e-03
1.983656311e+02,-7.327741478e-03
1.985728455e+02,-7.497627521e-04
1.987800751e+02,3.762404434e-03
1.989873047e+02,5.393308122e-03
1.991945496e+02,-1.083418448e-02
1.994018097e+02,-5.343474913e-03
1.996090698e+02,4.414766096e-03
1.998163452e+02,-4.935749341e-03
2.000236359e+02,-1.266215579e-03
2.002309418e+02,-2.190394327e-03
2.004382477e+02,-1.245829335e-04
2.006455688e+02,-5.751200952e-03
2.008528900e+02,8.029935881e-03
2.010602417e+02,1.261685276e-03
2.012675934e+02,2.539226552e-03
2.014749451e+02,4.251675680e-03
2.016823273e+02,-6.593834609e-03
2.018897095e+02,3.110043006e-03
2.020971069e+02,-4.337751307e-03
2.023045044e+02,2.756680362e-03
2.025119171e+02,1.587866107e-03
2.027193451e+02,-8.856713539e-04
2.029267883e+02,2.566408366e-03
2.031342316e+02,6.568917888e-05
2.033416901e+02,5.393308122e-03
2.035491638e+02,1.044231467e-03
2.037566376e+02,-2.299121348e-03
2.039641418e+02,2.729498781e-03
2.041716309e+02,-3.332027001e-03
2.043791504e+02,8.539593546e-04
2.045866699e+02,-3.984388430e-03
2.047942047e+02,-4.507637059e-04
2.050017548e+02,-5.425020121e-03
2.052093048e+02,8.627934381e-03
2.054168701e+02,-4.310569260e-03
2.056244507e+02,6.093237898e-04
2.058320313e+02,5.773852579e-03
2.060396423e+02,-3.821298247e-03
2.062472534e+02,9.361840785e-03
2.064548645e+02,4.251675680e-03
2.066624908e+02,3.816768061e-03
2.068701324e+02,4.795310088e-03
2.070777893e+02,-3.141755005e-03
2.072854462e+02,-9.943982586e-04
2.074931335e+02,2.865407383e-03
2.077008057e+02,-4.201842472e-03
2.079085083e+02,-1.048082206e-02
2.081162109e+02,2.022773726e-03
2.083239288e+02,3.918699513e-04
2.085316467e+02,-2.516575158e-03
2.087393951e+02,-7.497627521e-04
2.089471436e+02,5.067127757e-03
2.091548920e+02,-4.011570476e-03
2.093626709e+02,-1.320579089e-03
2.095704498e+02,1.472343720e-04
2.097782440e+02,-3.413572209e-03
2.099860382e+02,2.702316968e-03
2.101938629e+02,4.931218922e-03
2.104016724e+02,-1.789463859e-04
2.106095123e+02,9.898679564e-04
2.108173523e+02,7.024212275e-03
2.110252075e+02,-4.779454321e-04
2.112330780e+02,7.839663886e-03
2.114409637e+02,3.327496815e-03
2.116488495e+02,3.653677646e-03
2.118567505e+02,-2.706847386e-03
2.120646515e+02,-5.615292583e-03
2.122725677e+02,8.437662385e-03
2.124804993e+02,-1.755486708e-03
2.126884460e+02,5.556398537e-03
2.128963928e+02,-2.604915935e-04
2.131043549e+02,1.200526385e-04
2.133123322e+02,1.352064591e-02
2.135203094e+02,3.789586248e-03
2.137283173e+02,-5.696837790e-03
2.139363098e+02,-2.333098528e-04
2.141443329e+02,3.375064698e-04
2.143523560e+02,3.354678629e-03
2.145603943e+02,6.969848648e-03
2.147684479e+02,7.180506946e-04
2.149765015e+02,1.172665134e-02
2.151845703e+02,-1.347760786e-03
2.153926544e+02,-4.201842472e-03
2.156007538e+02,4.904037341e-03
2.158088531e+02,-4.718295299e-03
2.160169678e+02,3.599314019e-03
2.162250824e+02,4.007040057e-03
2.164332123e+02,8.220207877e-03
2.166413574e+02,-2.190394327e-03
2.168495178e+02,4.686583299e-03
2.170576782e+02,-4.201842472e-03
2.172658691e+02,-1.130306977e-03
2.174740448e+02,-1.592396409e-03
2.176822510e+02,5.121490918e-03
2.178904572e+02,5.773852579e-03
2.180986786e+02,1.088401768e-02
2.183069000e+02,-2.061281266e-04
2.185151520e+02,-8.584896568e-04
2.187234039e+02,4.387584515e-03
2.189316559e+02,5.284581333e-03
2.191399384e+02,1.101992652e-02
2.193482208e+02,1.200526385e-04
2.195565186e+02,2.783862175e-03
2.197648163e+02,1.036756486e-02
2.199731293e+02,1.859683427e-03
2.201814575e+02,2.403317951e-03
2.203898010e+02,5.447671749e-03
2.205981445e+02,-3.148550459e-04
2.208065033e+02,-2.897119382e-03
2.210148773e+02,-2.190394327e-03
2.212232513e+02,-9.400348645e-04
2.214316406e+02,-4.799840506e-03
2.216400452e+02,-2.897119382e-03
2.218484650e+02,3.055679612e-03
2.220568848e+02,1.316048787e-03
2.222653198e+02,1.142765209e-02
2.224737549e+02,-5.866723368e-04
2.226822205e+02,8.736660704e-03
2.228906860e+02,6.589304656e-03
2.230991516e+02,1.292264741e-02
2.233076477e+02,2.158682328e-03
2.235161438e+02,6.833939813e-03
2.237246552e+02,2.104318934e-03
2.239331665e+02,7.323211059e-03
2.241416931e+02,2.838225570e-03
2.243502350e+02,6.806758232e-03
2.245587921e+02,-6.457926240e-03
2.247673492e+02,-5.751200952e-03
2.249759216e+02,-1.402124297e-03
2.251845093e+02,-3.848480061e-03
2.253930969e+02,8.492025547e-03
2.256017151e+02,4.686583299e-03
2.258103180e+02,-5.642474163e-03
2.260189514e+02,1.123738009e-02
2.262275848e+02,3.544950625e-03
2.264362335e+02,-3.141755005e-03
2.266448975e+02,1.370412181e-03
